pid,task,quality,file
53607880-87b5-4ca3-bfa4-79e65423791a,Glides-Low-to-High,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Glides_rec-Glides-Low-to-High.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Story-recall,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Story-recall_rec-Story-recall.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Respiration-and-cough-Breath-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Respiration-and-cough_rec-Respiration-and-cough-Breath-2.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Respiration-and-cough-Cough-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Respiration-and-cough_rec-Respiration-and-cough-Cough-1.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Diadochokinesis-PA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Diadochokinesis_rec-Diadochokinesis-PA.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Loudness,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Loudness_rec-Loudness.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Prolonged-vowel,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Prolonged-vowel_rec-Prolonged-vowel.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Free-Speech,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Free-Speech_rec-Free-Speech.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Glides-High-to-Low,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Glides_rec-Glides-High-to-Low.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Audio-Check-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Audio-Check_rec-Audio-Check-2.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Audio-Check-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Audio-Check_rec-Audio-Check-3.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Audio-Check-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Audio-Check_rec-Audio-Check-1.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Diadochokinesis-Pataka,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Diadochokinesis_rec-Diadochokinesis-Pataka.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Diadochokinesis-buttercup,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Diadochokinesis_rec-Diadochokinesis-buttercup.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Audio-Check-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Audio-Check_rec-Audio-Check-4.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Diadochokinesis-TA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Diadochokinesis_rec-Diadochokinesis-TA.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Maximum-phonation-time-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Maximum-phonation-time_rec-Maximum-phonation-time-2.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Maximum-phonation-time-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Maximum-phonation-time_rec-Maximum-phonation-time-3.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Cape-V-sentences-6,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Cape-V-sentences_rec-Cape-V-sentences-6.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Cape-V-sentences-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Cape-V-sentences_rec-Cape-V-sentences-4.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Caterpillar-Passage,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Caterpillar-Passage_rec-Caterpillar-Passage.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Maximum-phonation-time-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Maximum-phonation-time_rec-Maximum-phonation-time-1.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Cape-V-sentences-5,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Cape-V-sentences_rec-Cape-V-sentences-5.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Cape-V-sentences-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Cape-V-sentences_rec-Cape-V-sentences-1.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Cape-V-sentences-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Cape-V-sentences_rec-Cape-V-sentences-2.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Cape-V-sentences-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Cape-V-sentences_rec-Cape-V-sentences-3.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Diadochokinesis-KA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Diadochokinesis_rec-Diadochokinesis-KA.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Respiration-and-cough-FiveBreaths-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-4.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Respiration-and-cough-FiveBreaths-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-3.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Rainbow-Passage,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Rainbow-Passage_rec-Rainbow-Passage.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Free-speech-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Free-speech_rec-Free-speech-1.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Respiration-and-cough-FiveBreaths-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-2.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Free-speech-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Free-speech_rec-Free-speech-3.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Free-speech-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Free-speech_rec-Free-speech-2.wav
53607880-87b5-4ca3-bfa4-79e65423791a,Respiration-and-cough-FiveBreaths-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-53607880-87b5-4ca3-bfa4-79e65423791a/ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C/audio/sub-53607880-87b5-4ca3-bfa4-79e65423791a_ses-D8DD4DCB-F1ED-40B3-A134-C316352AA04C_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-1.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Productive-Vocabulary-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Productive-Vocabulary_rec-Productive-Vocabulary-2.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Productive-Vocabulary-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Productive-Vocabulary_rec-Productive-Vocabulary-3.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Productive-Vocabulary-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Productive-Vocabulary_rec-Productive-Vocabulary-1.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Productive-Vocabulary-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Productive-Vocabulary_rec-Productive-Vocabulary-4.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Rainbow-Passage,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Rainbow-Passage_rec-Rainbow-Passage.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Productive-Vocabulary-5,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Productive-Vocabulary_rec-Productive-Vocabulary-5.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Diadochokinesis-PA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Diadochokinesis_rec-Diadochokinesis-PA.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Respiration-and-cough-Cough-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Respiration-and-cough_rec-Respiration-and-cough-Cough-2.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Random-Item-Generation,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Random-Item-Generation_rec-Random-Item-Generation.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Productive-Vocabulary-6,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Productive-Vocabulary_rec-Productive-Vocabulary-6.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Loudness,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Loudness_rec-Loudness.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Cinderella-Story,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Cinderella-Story_rec-Cinderella-Story.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Respiration-and-cough-Cough-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Respiration-and-cough_rec-Respiration-and-cough-Cough-1.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Word-color-Stroop,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Word-color-Stroop_rec-Word-color-Stroop.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Respiration-and-cough-FiveBreaths-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-2.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Free-speech-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Free-speech_rec-Free-speech-2.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Free-speech-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Free-speech_rec-Free-speech-3.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Respiration-and-cough-FiveBreaths-3,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-3.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Respiration-and-cough-FiveBreaths-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-1.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Free-speech-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Free-speech_rec-Free-speech-1.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Picture-description,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Picture-description_rec-Picture-description.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Respiration-and-cough-FiveBreaths-4,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Respiration-and-cough_rec-Respiration-and-cough-FiveBreaths-4.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Diadochokinesis-buttercup,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Diadochokinesis_rec-Diadochokinesis-buttercup.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Diadochokinesis-Pataka,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Diadochokinesis_rec-Diadochokinesis-Pataka.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Respiration-and-cough-Breath-2,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Respiration-and-cough_rec-Respiration-and-cough-Breath-2.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Story-recall,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Story-recall_rec-Story-recall.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Diadochokinesis-TA,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Diadochokinesis_rec-Diadochokinesis-TA.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Glides-Low-to-High,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Glides_rec-Glides-Low-to-High.wav
1fcc920c-8038-4b75-8749-95bb4e4fff65,Respiration-and-cough-Breath-1,,/Users/rachelwang/Downloads/bids_with_sensitive_recordings/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65/ses-B51518B7-7BE4-498B-A562-95550956A62F/audio/sub-1fcc920c-8038-4b75-8749-95bb4e4fff65_ses-B51518B7-7BE4-498B-A562-95550956A62F_Respiration-and-cough_rec-Respiration-and-cough-Breath-1.wav
